commune,population,région
La Forie,331,Auvergne-Rhône-Alpes
Fournols,325,Auvergne-Rhône-Alpes
Gelles,1001,Auvergne-Rhône-Alpes
Gerzat,10491,Auvergne-Rhône-Alpes
Giat,831,Auvergne-Rhône-Alpes
Gignat,254,Auvergne-Rhône-Alpes
Gimeaux,403,Auvergne-Rhône-Alpes
Glaine-Montaigut,600,Auvergne-Rhône-Alpes
La Godivelle,16,Auvergne-Rhône-Alpes
La Goutelle,634,Auvergne-Rhône-Alpes
Gouttières,339,Auvergne-Rhône-Alpes
Grandeyrolles,54,Auvergne-Rhône-Alpes
Grandrif,208,Auvergne-Rhône-Alpes
Grandval,122,Auvergne-Rhône-Alpes
Herment,238,Auvergne-Rhône-Alpes
Heume-l'Église,111,Auvergne-Rhône-Alpes
Isserteaux,420,Auvergne-Rhône-Alpes
Issoire,15681,Auvergne-Rhône-Alpes
Job,1043,Auvergne-Rhône-Alpes
Joze,1163,Auvergne-Rhône-Alpes
Jozerand,562,Auvergne-Rhône-Alpes
Jumeaux,580,Auvergne-Rhône-Alpes
Labessette,68,Auvergne-Rhône-Alpes
Lachaux,283,Auvergne-Rhône-Alpes
Lamontgie,653,Auvergne-Rhône-Alpes
Landogne,231,Auvergne-Rhône-Alpes
Lapeyrouse,531,Auvergne-Rhône-Alpes
Laps,602,Auvergne-Rhône-Alpes
Laqueuille,378,Auvergne-Rhône-Alpes
Larodde,288,Auvergne-Rhône-Alpes
Lastic,105,Auvergne-Rhône-Alpes
La Tour-d'Auvergne,662,Auvergne-Rhône-Alpes
Lempdes,9105,Auvergne-Rhône-Alpes
Lempty,404,Auvergne-Rhône-Alpes
Lezoux,6355,Auvergne-Rhône-Alpes
Limons,761,Auvergne-Rhône-Alpes
Lisseuil,124,Auvergne-Rhône-Alpes
Loubeyrat,1439,Auvergne-Rhône-Alpes
Ludesse,514,Auvergne-Rhône-Alpes
Lussat,942,Auvergne-Rhône-Alpes
Luzillat,1164,Auvergne-Rhône-Alpes
Madriat,119,Auvergne-Rhône-Alpes
Malauzat,1178,Auvergne-Rhône-Alpes
Malintrat,1153,Auvergne-Rhône-Alpes
Manglieu,478,Auvergne-Rhône-Alpes
Manzat,1416,Auvergne-Rhône-Alpes
Marat,825,Auvergne-Rhône-Alpes
Marcillat,312,Auvergne-Rhône-Alpes
Mareugheol,220,Auvergne-Rhône-Alpes
Maringues,3165,Auvergne-Rhône-Alpes
Marsac-en-Livradois,1474,Auvergne-Rhône-Alpes
Marsat,1494,Auvergne-Rhône-Alpes
Les Martres-d'Artière,2207,Auvergne-Rhône-Alpes
Les Martres-de-Veyre,4004,Auvergne-Rhône-Alpes
Martres-sur-Morge,687,Auvergne-Rhône-Alpes
Mauzun,118,Auvergne-Rhône-Alpes
Mayres,203,Auvergne-Rhône-Alpes
Mazaye,718,Auvergne-Rhône-Alpes
Mazoires,99,Auvergne-Rhône-Alpes
Medeyrolles,127,Auvergne-Rhône-Alpes
Meilhaud,493,Auvergne-Rhône-Alpes
Menat,549,Auvergne-Rhône-Alpes
Ménétrol,1667,Auvergne-Rhône-Alpes
Messeix,1054,Auvergne-Rhône-Alpes
Mur-sur-Allier,3376,Auvergne-Rhône-Alpes
Mirefleurs,2410,Auvergne-Rhône-Alpes
Miremont,302,Auvergne-Rhône-Alpes
Moissat,1267,Auvergne-Rhône-Alpes
Le Monestier,241,Auvergne-Rhône-Alpes
La Monnerie-le-Montel,1699,Auvergne-Rhône-Alpes
Mons,567,Auvergne-Rhône-Alpes
Montaigut,992,Auvergne-Rhône-Alpes
Montaigut-le-Blanc,919,Auvergne-Rhône-Alpes
Montcel,552,Auvergne-Rhône-Alpes
Mont-Dore,1292,Auvergne-Rhône-Alpes
Montel-de-Gelat,428,Auvergne-Rhône-Alpes
Montfermy,230,Auvergne-Rhône-Alpes
Montmorin,752,Auvergne-Rhône-Alpes
Montpensier,474,Auvergne-Rhône-Alpes
Montpeyroux,338,Auvergne-Rhône-Alpes
Moriat,397,Auvergne-Rhône-Alpes
Moureuille,391,Auvergne-Rhône-Alpes
Chambaron sur Morge,1832,Auvergne-Rhône-Alpes
Mozac,3942,Auvergne-Rhône-Alpes
Murat-le-Quaire,506,Auvergne-Rhône-Alpes
Murol,621,Auvergne-Rhône-Alpes
Nébouzat,875,Auvergne-Rhône-Alpes
Néronde-sur-Dore,520,Auvergne-Rhône-Alpes
Neschers,873,Auvergne-Rhône-Alpes
Neuf-Église,302,Auvergne-Rhône-Alpes
Neuville,387,Auvergne-Rhône-Alpes
Noalhat,237,Auvergne-Rhône-Alpes
Nohanent,2258,Auvergne-Rhône-Alpes
Nonette-Orsonnette,615,Auvergne-Rhône-Alpes
Novacelles,154,Auvergne-Rhône-Alpes
Olby,850,Auvergne-Rhône-Alpes
Olliergues,770,Auvergne-Rhône-Alpes
Olloix,321,Auvergne-Rhône-Alpes
Olmet,161,Auvergne-Rhône-Alpes
Orbeil,883,Auvergne-Rhône-Alpes
Orcet,2821,Auvergne-Rhône-Alpes
Orcines,3654,Auvergne-Rhône-Alpes
Orcival,248,Auvergne-Rhône-Alpes
Orléat,2262,Auvergne-Rhône-Alpes
Palladuc,543,Auvergne-Rhône-Alpes
Pardines,300,Auvergne-Rhône-Alpes
Parent,902,Auvergne-Rhône-Alpes
Parentignat,503,Auvergne-Rhône-Alpes
Paslières,1518,Auvergne-Rhône-Alpes
Pérignat-lès-Sarliève,2770,Auvergne-Rhône-Alpes
Pérignat-sur-Allier,1527,Auvergne-Rhône-Alpes
Perpezat,441,Auvergne-Rhône-Alpes
Perrier,910,Auvergne-Rhône-Alpes
Peschadoires,2157,Auvergne-Rhône-Alpes
Peslières,62,Auvergne-Rhône-Alpes
Pessat-Villeneuve,732,Auvergne-Rhône-Alpes
Picherande,328,Auvergne-Rhône-Alpes
Pignols,352,Auvergne-Rhône-Alpes
Pionsat,1076,Auvergne-Rhône-Alpes
Plauzat,1780,Auvergne-Rhône-Alpes
Pontaumur,748,Auvergne-Rhône-Alpes
Pont-du-Château,12641,Auvergne-Rhône-Alpes
Pontgibaud,750,Auvergne-Rhône-Alpes
Pouzol,270,Auvergne-Rhône-Alpes
Les Pradeaux,352,Auvergne-Rhône-Alpes
Prompsat,470,Auvergne-Rhône-Alpes
Prondines,272,Auvergne-Rhône-Alpes
Pulvérières,410,Auvergne-Rhône-Alpes
Puy-Guillaume,2783,Auvergne-Rhône-Alpes
Puy-Saint-Gulmier,148,Auvergne-Rhône-Alpes
Le Quartier,225,Auvergne-Rhône-Alpes
Queuille,293,Auvergne-Rhône-Alpes
Randan,1632,Auvergne-Rhône-Alpes
Ravel,797,Auvergne-Rhône-Alpes
Reignat,382,Auvergne-Rhône-Alpes
La Renaudie,132,Auvergne-Rhône-Alpes
Rentières,102,Auvergne-Rhône-Alpes
Riom,19476,Auvergne-Rhône-Alpes
Ris,748,Auvergne-Rhône-Alpes
La Roche-Blanche,3562,Auvergne-Rhône-Alpes
Roche-Charles-la-Mayrand,43,Auvergne-Rhône-Alpes
Roche-d'Agoux,110,Auvergne-Rhône-Alpes
Rochefort-Montagne,995,Auvergne-Rhône-Alpes
La Roche-Noire,637,Auvergne-Rhône-Alpes
Romagnat,7987,Auvergne-Rhône-Alpes
Royat,4514,Auvergne-Rhône-Alpes
Saillant,309,Auvergne-Rhône-Alpes
Sainte-Agathe,173,Auvergne-Rhône-Alpes
Saint-Agoulin,342,Auvergne-Rhône-Alpes
Saint-Alyre-d'Arlanc,144,Auvergne-Rhône-Alpes
Saint-Alyre-ès-Montagne,114,Auvergne-Rhône-Alpes
Saint-Amant-Roche-Savine,527,Auvergne-Rhône-Alpes
Saint-Amant-Tallende,1790,Auvergne-Rhône-Alpes
Saint-André-le-Coq,537,Auvergne-Rhône-Alpes
Saint-Angel,473,Auvergne-Rhône-Alpes
Saint-Anthème,730,Auvergne-Rhône-Alpes
Saint-Avit,219,Auvergne-Rhône-Alpes
Saint-Babel,949,Auvergne-Rhône-Alpes
Saint-Beauzire,2242,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Bourg,173,Auvergne-Rhône-Alpes
Saint-Bonnet-le-Chastel,210,Auvergne-Rhône-Alpes
Saint-Bonnet-lès-Allier,426,Auvergne-Rhône-Alpes
Saint-Bonnet-près-Orcival,541,Auvergne-Rhône-Alpes
Saint-Bonnet-près-Riom,2072,Auvergne-Rhône-Alpes
Sainte-Catherine,53,Auvergne-Rhône-Alpes
Sainte-Christine,132,Auvergne-Rhône-Alpes
Saint-Cirgues-sur-Couze,358,Auvergne-Rhône-Alpes
Saint-Clément-de-Valorgue,239,Auvergne-Rhône-Alpes
Saint-Clément-de-Régnat,539,Auvergne-Rhône-Alpes
Saint-Denis-Combarnazat,239,Auvergne-Rhône-Alpes
Saint-Dier-d'Auvergne,563,Auvergne-Rhône-Alpes
Saint-Diéry,546,Auvergne-Rhône-Alpes
Saint-Donat,204,Auvergne-Rhône-Alpes
Saint-Éloy-la-Glacière,65,Auvergne-Rhône-Alpes
Saint-Éloy-les-Mines,3636,Auvergne-Rhône-Alpes
Saint-Étienne-des-Champs,132,Auvergne-Rhône-Alpes
Saint-Étienne-sur-Usson,260,Auvergne-Rhône-Alpes
Saint-Ferréol-des-Côtes,565,Auvergne-Rhône-Alpes
Saint-Floret,250,Auvergne-Rhône-Alpes
Saint-Flour-l'Étang,283,Auvergne-Rhône-Alpes
Saint-Gal-sur-Sioule,153,Auvergne-Rhône-Alpes
Saint-Genès-Champanelle,3897,Auvergne-Rhône-Alpes
Saint-Genès-Champespe,223,Auvergne-Rhône-Alpes
Saint-Genès-du-Retz,479,Auvergne-Rhône-Alpes
Saint-Genès-la-Tourette,183,Auvergne-Rhône-Alpes
Saint-Georges-de-Mons,1962,Auvergne-Rhône-Alpes
Saint-Georges-sur-Allier,1325,Auvergne-Rhône-Alpes
Saint-Germain-près-Herment,68,Auvergne-Rhône-Alpes
Saint-Germain-Lembron,2054,Auvergne-Rhône-Alpes
Saint-Germain-l'Herm,515,Auvergne-Rhône-Alpes
Saint-Gervais-d'Auvergne,1402,Auvergne-Rhône-Alpes
Saint-Gervais-sous-Meymont,222,Auvergne-Rhône-Alpes
Saint-Gervazy,349,Auvergne-Rhône-Alpes
Saint-Hérent,118,Auvergne-Rhône-Alpes
Saint-Hilaire-la-Croix,374,Auvergne-Rhône-Alpes
Saint-Hilaire-les-Monges,86,Auvergne-Rhône-Alpes
Saint-Hilaire,153,Auvergne-Rhône-Alpes
Saint-Ignat,936,Auvergne-Rhône-Alpes
Saint-Jacques-d'Ambur,290,Auvergne-Rhône-Alpes
Saint-Jean-d'Heurs,690,Auvergne-Rhône-Alpes
Saint-Jean-des-Ollières,435,Auvergne-Rhône-Alpes
Saint-Jean-en-Val,354,Auvergne-Rhône-Alpes
Saint-Jean-Saint-Gervais,126,Auvergne-Rhône-Alpes
Saint-Julien-de-Coppel,1339,Auvergne-Rhône-Alpes
Saint-Julien-la-Geneste,123,Auvergne-Rhône-Alpes
Saint-Julien-Puy-Lavèze,373,Auvergne-Rhône-Alpes
Saint-Just,157,Auvergne-Rhône-Alpes
Saint-Laure,674,Auvergne-Rhône-Alpes
Saint-Maigner,193,Auvergne-Rhône-Alpes
Saint-Martin-des-Olmes,298,Auvergne-Rhône-Alpes
Saint-Martin-des-Plains,176,Auvergne-Rhône-Alpes
Saint-Martin-d'Ollières,153,Auvergne-Rhône-Alpes
Saint-Maurice-près-Pionsat,378,Auvergne-Rhône-Alpes
Saint-Maurice,972,Auvergne-Rhône-Alpes
Saint-Myon,534,Auvergne-Rhône-Alpes
Saint-Nectaire,768,Auvergne-Rhône-Alpes
Saint-Ours,1688,Auvergne-Rhône-Alpes
Saint-Pardoux,419,Auvergne-Rhône-Alpes
Saint-Pierre-Colamine,255,Auvergne-Rhône-Alpes
Saint-Pierre-la-Bourlhonne,139,Auvergne-Rhône-Alpes
Saint-Pierre-le-Chastel,453,Auvergne-Rhône-Alpes
Saint-Pierre-Roche,500,Auvergne-Rhône-Alpes
Saint-Priest-Bramefant,882,Auvergne-Rhône-Alpes
Saint-Priest-des-Champs,719,Auvergne-Rhône-Alpes
Saint-Quentin-sur-Sauxillanges,112,Auvergne-Rhône-Alpes
Saint-Quintin-sur-Sioule,399,Auvergne-Rhône-Alpes
Saint-Rémy-de-Blot,246,Auvergne-Rhône-Alpes
Saint-Rémy-de-Chargnat,602,Auvergne-Rhône-Alpes
Saint-Rémy-sur-Durolle,1786,Auvergne-Rhône-Alpes
Saint-Romain,210,Auvergne-Rhône-Alpes
Saint-Sandoux,1001,Auvergne-Rhône-Alpes
Saint-Saturnin,1222,Auvergne-Rhône-Alpes
Saint-Sauves-d'Auvergne,1148,Auvergne-Rhône-Alpes
Saint-Sauveur-la-Sagne,88,Auvergne-Rhône-Alpes
Saint-Sulpice,88,Auvergne-Rhône-Alpes
Saint-Sylvestre-Pragoulin,1092,Auvergne-Rhône-Alpes
Saint-Victor-la-Rivière,256,Auvergne-Rhône-Alpes
Saint-Victor-Montvianeix,262,Auvergne-Rhône-Alpes
Saint-Vincent,427,Auvergne-Rhône-Alpes
Saint-Yvoine,605,Auvergne-Rhône-Alpes
Sallèdes,595,Auvergne-Rhône-Alpes
Sardon,303,Auvergne-Rhône-Alpes
Saulzet-le-Froid,291,Auvergne-Rhône-Alpes
Sauret-Besserve,172,Auvergne-Rhône-Alpes
Saurier,269,Auvergne-Rhône-Alpes
Sauvagnat,146,Auvergne-Rhône-Alpes
Sauvagnat-Sainte-Marthe,487,Auvergne-Rhône-Alpes
Sauvessanges,540,Auvergne-Rhône-Alpes
La Sauvetat,717,Auvergne-Rhône-Alpes
Sauviat,574,Auvergne-Rhône-Alpes
Sauxillanges,1324,Auvergne-Rhône-Alpes
Savennes,95,Auvergne-Rhône-Alpes
Sayat,2518,Auvergne-Rhône-Alpes
Sermentizon,585,Auvergne-Rhône-Alpes
Servant,569,Auvergne-Rhône-Alpes
Seychalles,800,Auvergne-Rhône-Alpes
Singles,161,Auvergne-Rhône-Alpes
Solignat,528,Auvergne-Rhône-Alpes
Sugères,609,Auvergne-Rhône-Alpes
Surat,601,Auvergne-Rhône-Alpes
Tallende,1544,Auvergne-Rhône-Alpes
Tauves,737,Auvergne-Rhône-Alpes
Teilhède,509,Auvergne-Rhône-Alpes
Teilhet,284,Auvergne-Rhône-Alpes
Ternant-les-Eaux,31,Auvergne-Rhône-Alpes
Thiers,11841,Auvergne-Rhône-Alpes
Thiolières,163,Auvergne-Rhône-Alpes
Thuret,957,Auvergne-Rhône-Alpes
Tortebesse,79,Auvergne-Rhône-Alpes
Tours-sur-Meymont,537,Auvergne-Rhône-Alpes
Tourzel-Ronzières,206,Auvergne-Rhône-Alpes
Tralaigues,72,Auvergne-Rhône-Alpes
Trémouille-Saint-Loup,158,Auvergne-Rhône-Alpes
Trézioux,497,Auvergne-Rhône-Alpes
Usson,303,Auvergne-Rhône-Alpes
Valbeleix,132,Auvergne-Rhône-Alpes
Valcivières,219,Auvergne-Rhône-Alpes
Valz-sous-Châteauneuf,55,Auvergne-Rhône-Alpes
Varennes-sur-Morge,436,Auvergne-Rhône-Alpes
Varennes-sur-Usson,312,Auvergne-Rhône-Alpes
Vassel,304,Auvergne-Rhône-Alpes
Vensat,534,Auvergne-Rhône-Alpes
Vergheas,71,Auvergne-Rhône-Alpes
Le Vernet-Chaméane,877,Auvergne-Rhône-Alpes
Le Vernet-Sainte-Marguerite,319,Auvergne-Rhône-Alpes
Verneugheol,235,Auvergne-Rhône-Alpes
Vernines,434,Auvergne-Rhône-Alpes
Verrières,73,Auvergne-Rhône-Alpes
Vertaizon,3330,Auvergne-Rhône-Alpes
Vertolaye,551,Auvergne-Rhône-Alpes
Veyre-Monton,3723,Auvergne-Rhône-Alpes
Vichel,352,Auvergne-Rhône-Alpes
Vic-le-Comte,5283,Auvergne-Rhône-Alpes
Villeneuve,147,Auvergne-Rhône-Alpes
Villeneuve-les-Cerfs,524,Auvergne-Rhône-Alpes
Villossanges,380,Auvergne-Rhône-Alpes
Vinzelles,366,Auvergne-Rhône-Alpes
Virlet,271,Auvergne-Rhône-Alpes
Viscomtat,520,Auvergne-Rhône-Alpes
Vitrac,356,Auvergne-Rhône-Alpes
Viverols,427,Auvergne-Rhône-Alpes
Vodable,196,Auvergne-Rhône-Alpes
Voingt,41,Auvergne-Rhône-Alpes
Vollore-Montagne,314,Auvergne-Rhône-Alpes
Vollore-Ville,732,Auvergne-Rhône-Alpes
Volvic,4778,Auvergne-Rhône-Alpes
Youx,914,Auvergne-Rhône-Alpes
Yronde-et-Buron,665,Auvergne-Rhône-Alpes
Yssac-la-Tourette,400,Auvergne-Rhône-Alpes
Aast,195,Nouvelle-Aquitaine
Abère,166,Nouvelle-Aquitaine
Abidos,220,Nouvelle-Aquitaine
Abitain,108,Nouvelle-Aquitaine
Abos,545,Nouvelle-Aquitaine
Accous,471,Nouvelle-Aquitaine
Agnos,1066,Nouvelle-Aquitaine
Ahaxe-Alciette-Bascassan,275,Nouvelle-Aquitaine
Ahetze,2057,Nouvelle-Aquitaine
Aïcirits-Camou-Suhast,701,Nouvelle-Aquitaine
Aincille,121,Nouvelle-Aquitaine
Ainharp,137,Nouvelle-Aquitaine
Ainhice-Mongelos,177,Nouvelle-Aquitaine
Ainhoa,675,Nouvelle-Aquitaine
Alçay-Alçabéhéty-Sunharette,211,Nouvelle-Aquitaine
Aldudes,330,Nouvelle-Aquitaine
Alos-Sibas-Abense,338,Nouvelle-Aquitaine
Amendeuix-Oneix,464,Nouvelle-Aquitaine
Amorots-Succos,234,Nouvelle-Aquitaine
Andoins,698,Nouvelle-Aquitaine
Andrein,141,Nouvelle-Aquitaine
Angaïs,931,Nouvelle-Aquitaine
Anglet,41388,Nouvelle-Aquitaine
Angous,100,Nouvelle-Aquitaine
Anhaux,387,Nouvelle-Aquitaine
Anos,191,Nouvelle-Aquitaine
Anoye,134,Nouvelle-Aquitaine
Aramits,677,Nouvelle-Aquitaine
Arancou,180,Nouvelle-Aquitaine
Araujuzon,186,Nouvelle-Aquitaine
Araux,134,Nouvelle-Aquitaine
Arbérats-Sillègue,322,Nouvelle-Aquitaine
Arbonne,2403,Nouvelle-Aquitaine
Arbouet-Sussaute,320,Nouvelle-Aquitaine
Arbus,1277,Nouvelle-Aquitaine
Arcangues,3394,Nouvelle-Aquitaine
Aren,253,Nouvelle-Aquitaine
Arette,1104,Nouvelle-Aquitaine
Aressy,809,Nouvelle-Aquitaine
Argagnon,711,Nouvelle-Aquitaine
Argelos,300,Nouvelle-Aquitaine
Arget,80,Nouvelle-Aquitaine
Arhansus,74,Nouvelle-Aquitaine
Armendarits,395,Nouvelle-Aquitaine
Arnéguy,239,Nouvelle-Aquitaine
Arnos,135,Nouvelle-Aquitaine
Aroue-Ithorots-Olhaïby,239,Nouvelle-Aquitaine
Arrast-Larrebieu,97,Nouvelle-Aquitaine
Arraute-Charritte,422,Nouvelle-Aquitaine
Arricau-Bordes,111,Nouvelle-Aquitaine
Arrien,195,Nouvelle-Aquitaine
Arros-de-Nay,802,Nouvelle-Aquitaine
Arrosès,147,Nouvelle-Aquitaine
Arthez-de-Béarn,1870,Nouvelle-Aquitaine
Arthez-d'Asson,474,Nouvelle-Aquitaine
Artigueloutan,1105,Nouvelle-Aquitaine
Artiguelouve,2037,Nouvelle-Aquitaine
Artix,3496,Nouvelle-Aquitaine
Arudy,2300,Nouvelle-Aquitaine
Arzacq-Arraziguet,1074,Nouvelle-Aquitaine
Asasp-Arros,454,Nouvelle-Aquitaine
Ascain,4483,Nouvelle-Aquitaine
Ascarat,344,Nouvelle-Aquitaine
Assat,2073,Nouvelle-Aquitaine
Asson,2047,Nouvelle-Aquitaine
Aste-Béon,236,Nouvelle-Aquitaine
Astis,323,Nouvelle-Aquitaine
Athos-Aspis,213,Nouvelle-Aquitaine
Aubertin,663,Nouvelle-Aquitaine
Aubin,269,Nouvelle-Aquitaine
Aubous,45,Nouvelle-Aquitaine
Audaux,166,Nouvelle-Aquitaine
Auga,179,Nouvelle-Aquitaine
Auriac,232,Nouvelle-Aquitaine
Aurions-Idernes,104,Nouvelle-Aquitaine
Aussevielle,829,Nouvelle-Aquitaine
Aussurucq,241,Nouvelle-Aquitaine
Auterrive,144,Nouvelle-Aquitaine
Autevielle-Saint-Martin-Bideren,204,Nouvelle-Aquitaine
Aydie,143,Nouvelle-Aquitaine
Aydius,107,Nouvelle-Aquitaine
Ayherre,1154,Nouvelle-Aquitaine
Baigts-de-Béarn,887,Nouvelle-Aquitaine
Balansun,314,Nouvelle-Aquitaine
Baleix,143,Nouvelle-Aquitaine
Baliracq-Maumusson,122,Nouvelle-Aquitaine
Baliros,510,Nouvelle-Aquitaine
Banca,355,Nouvelle-Aquitaine
Barcus,645,Nouvelle-Aquitaine
Bardos,1886,Nouvelle-Aquitaine
Barinque,604,Nouvelle-Aquitaine
Barraute-Camu,181,Nouvelle-Aquitaine
Barzun,629,Nouvelle-Aquitaine
Bassillon-Vauzé,67,Nouvelle-Aquitaine
Bastanès,101,Nouvelle-Aquitaine
Bassussarry,3356,Nouvelle-Aquitaine
Baudreix,683,Nouvelle-Aquitaine
Bayonne,53296,Nouvelle-Aquitaine
Bédeille,210,Nouvelle-Aquitaine
Bedous,605,Nouvelle-Aquitaine
Béguios,281,Nouvelle-Aquitaine
Béhasque-Lapiste,524,Nouvelle-Aquitaine
Béhorléguy,74,Nouvelle-Aquitaine
Bellocq,923,Nouvelle-Aquitaine
Bénéjacq,1995,Nouvelle-Aquitaine
Béost,223,Nouvelle-Aquitaine
Bentayou-Sérée,112,Nouvelle-Aquitaine
Bérenx,427,Nouvelle-Aquitaine
Bergouey-Viellenave,123,Nouvelle-Aquitaine
Bernadets,588,Nouvelle-Aquitaine
Berrogain-Laruns,227,Nouvelle-Aquitaine
Bescat,250,Nouvelle-Aquitaine
Bésingrand,149,Nouvelle-Aquitaine
Bétracq,50,Nouvelle-Aquitaine
Beuste,685,Nouvelle-Aquitaine
Beyrie-sur-Joyeuse,549,Nouvelle-Aquitaine
Beyrie-en-Béarn,193,Nouvelle-Aquitaine
Biarritz,26583,Nouvelle-Aquitaine
Bidache,1378,Nouvelle-Aquitaine
Bidarray,677,Nouvelle-Aquitaine
Bidart,7354,Nouvelle-Aquitaine
Bidos,1142,Nouvelle-Aquitaine
Bielle,404,Nouvelle-Aquitaine
Bilhères,164,Nouvelle-Aquitaine
Billère,13449,Nouvelle-Aquitaine
Biriatou,1251,Nouvelle-Aquitaine
Biron,638,Nouvelle-Aquitaine
Bizanos,4647,Nouvelle-Aquitaine
Boeil-Bezing,1365,Nouvelle-Aquitaine
Bonloc,376,Nouvelle-Aquitaine
Bonnut,827,Nouvelle-Aquitaine
Borce,131,Nouvelle-Aquitaine
Bordères,693,Nouvelle-Aquitaine
Bordes,2939,Nouvelle-Aquitaine
Bosdarros,999,Nouvelle-Aquitaine
Boucau,8935,Nouvelle-Aquitaine
Boueilh-Boueilho-Lasque,395,Nouvelle-Aquitaine
Bougarber,862,Nouvelle-Aquitaine
Bouillon,157,Nouvelle-Aquitaine
Boumourt,169,Nouvelle-Aquitaine
Bourdettes,520,Nouvelle-Aquitaine
Bournos,341,Nouvelle-Aquitaine
Briscous,2927,Nouvelle-Aquitaine
Bruges-Capbis-Mifaget,887,Nouvelle-Aquitaine
Bugnein,251,Nouvelle-Aquitaine
Bunus,135,Nouvelle-Aquitaine
Burgaronne,104,Nouvelle-Aquitaine
Buros,1994,Nouvelle-Aquitaine
Burosse-Mendousse,73,Nouvelle-Aquitaine
Bussunarits-Sarrasquette,210,Nouvelle-Aquitaine
Bustince-Iriberry,106,Nouvelle-Aquitaine
Buziet,488,Nouvelle-Aquitaine
Buzy,1017,Nouvelle-Aquitaine
Cabidos,180,Nouvelle-Aquitaine
Cadillon,123,Nouvelle-Aquitaine
Cambo-les-Bains,6731,Nouvelle-Aquitaine
Came,1037,Nouvelle-Aquitaine
Camou-Cihigue,104,Nouvelle-Aquitaine
Cardesse,309,Nouvelle-Aquitaine
Caro,196,Nouvelle-Aquitaine
Carrère,219,Nouvelle-Aquitaine
Carresse-Cassaber,679,Nouvelle-Aquitaine
Castagnède,202,Nouvelle-Aquitaine
Casteide-Cami,268,Nouvelle-Aquitaine
Casteide-Candau,315,Nouvelle-Aquitaine
Casteide-Doat,162,Nouvelle-Aquitaine
Castéra-Loubix,52,Nouvelle-Aquitaine
Castet,154,Nouvelle-Aquitaine
Castetbon,162,Nouvelle-Aquitaine
Castétis,662,Nouvelle-Aquitaine
Castetnau-Camblong,478,Nouvelle-Aquitaine
Castetner,140,Nouvelle-Aquitaine
Castetpugon,214,Nouvelle-Aquitaine
Castillon (Canton d'Arthez-de-Béarn),339,Nouvelle-Aquitaine
Castillon (Canton de Lembeye),73,Nouvelle-Aquitaine
Caubios-Loos,645,Nouvelle-Aquitaine
Cescau,647,Nouvelle-Aquitaine
Cette-Eygun,61,Nouvelle-Aquitaine
Charre,221,Nouvelle-Aquitaine
Charritte-de-Bas,259,Nouvelle-Aquitaine
Chéraute,1225,Nouvelle-Aquitaine
Ciboure,6241,Nouvelle-Aquitaine
Claracq,249,Nouvelle-Aquitaine
Coarraze,2309,Nouvelle-Aquitaine
Conchez-de-Béarn,111,Nouvelle-Aquitaine
Corbère-Abères,99,Nouvelle-Aquitaine
Coslédaà-Lube-Boast,386,Nouvelle-Aquitaine
Coublucq,94,Nouvelle-Aquitaine
Crouseilles,123,Nouvelle-Aquitaine
Cuqueron,194,Nouvelle-Aquitaine
Denguin,1825,Nouvelle-Aquitaine
Diusse,145,Nouvelle-Aquitaine
Doazon,181,Nouvelle-Aquitaine
Dognen,237,Nouvelle-Aquitaine
Domezain-Berraute,477,Nouvelle-Aquitaine
Doumy,328,Nouvelle-Aquitaine
Eaux-Bonnes,194,Nouvelle-Aquitaine
Escos,239,Nouvelle-Aquitaine
Escot,123,Nouvelle-Aquitaine
Escou,440,Nouvelle-Aquitaine
Escoubès,435,Nouvelle-Aquitaine
Escout,443,Nouvelle-Aquitaine
Escurès,144,Nouvelle-Aquitaine
Eslourenties-Daban,373,Nouvelle-Aquitaine
Espéchède,143,Nouvelle-Aquitaine
Espelette,2084,Nouvelle-Aquitaine
Espès-Undurein,505,Nouvelle-Aquitaine
Espiute,107,Nouvelle-Aquitaine
Espoey,1242,Nouvelle-Aquitaine
Esquiule,548,Nouvelle-Aquitaine
Estérençuby,321,Nouvelle-Aquitaine
Estialescq,265,Nouvelle-Aquitaine
Estos,506,Nouvelle-Aquitaine
Etcharry,183,Nouvelle-Aquitaine
Etchebar,75,Nouvelle-Aquitaine
Etsaut,57,Nouvelle-Aquitaine
Eysus,650,Nouvelle-Aquitaine
Ance Féas,629,Nouvelle-Aquitaine
Fichous-Riumayou,188,Nouvelle-Aquitaine
Gabaston,681,Nouvelle-Aquitaine
Gabat,275,Nouvelle-Aquitaine
Gamarthe,135,Nouvelle-Aquitaine
Gan,5705,Nouvelle-Aquitaine
Garindein,494,Nouvelle-Aquitaine
Garlède-Mondebat,222,Nouvelle-Aquitaine
Garlin,1375,Nouvelle-Aquitaine
Garos,272,Nouvelle-Aquitaine
Garris,300,Nouvelle-Aquitaine
Gayon,56,Nouvelle-Aquitaine
Gelos,3768,Nouvelle-Aquitaine
Ger,2056,Nouvelle-Aquitaine
Gerderest,139,Nouvelle-Aquitaine
Gère-Bélesten,186,Nouvelle-Aquitaine
Géronce,487,Nouvelle-Aquitaine
Gestas,76,Nouvelle-Aquitaine
Géus-d'Arzacq,206,Nouvelle-Aquitaine
Geüs-d'Oloron,269,Nouvelle-Aquitaine
Goès,565,Nouvelle-Aquitaine
Gomer,308,Nouvelle-Aquitaine
